rgn_id,year,value
1,2013,0.13690712125971913
2,2013,0.18844049507752061
3,2013,0.16192127000540496
4,2013,0.13258671616204085
5,2013,0.1844779714010656
6,2013,0.08828506534919144
7,2013,0.03412188328802586
8,2013,0.00503563079982996
